content,score,sentiment,clean
mana promonya,1,negatif,mana promonya
aplikasinya buruk tidak bisa ganti no hp,1,negatif,aplikasinya buruk tidak bisa ganti no hp
"paket sering gak sampai. udah jelas pengiriman kelamat yang salah dengan alamat saya yang ada di invoice dan resi, tapi Tokopedia gak punya sistem yang bisa mendeteksi itu, parahnya lagi malah membenarkan dan berpihak pada kurir!!! bubar aja toko pedia & j&t!!! Juga, ngasih gratis ongkir tapi Ekspedisi abal-abal kaya JNT. paket teLat parah atau malah gak sampai!!! Kalo merasa rugi ya gak usah kasih gratis ongkir apalagi kalo cuma buat nyusahin!! prettt... uninstall.. pindah aja kesebelah",1,negatif,paket sering gak sampai udah jelas pengiriman kelamat yang salah dengan alamat saya yang ada di invoice dan resi tapi tokopedia gak punya sistem yang bisa mendeteksi itu parahnya lagi malah membenarkan dan berpihak pada kurir bubar aja toko pedia jt juga ngasih gratis ongkir tapi ekspedisi abalabal kaya jnt paket telat parah atau malah gak sampai kalo merasa rugi ya gak usah kasih gratis ongkir apalagi kalo cuma buat nyusahin prettt uninstall pindah aja kesebelah
"Kesalahan ada di pihak kalian, tetapi saya sebagai konsumen yang harus menanggung kerugian yang disebabkan oleh tim anda. Tidak recommended lagi menggunakan aplikasi ini.",1,negatif,kesalahan ada di pihak kalian tetapi saya sebagai konsumen yang harus menanggung kerugian yang disebabkan oleh tim anda tidak recommended lagi menggunakan aplikasi ini
saya unistal lemot dan gangguan mulu,5,positif,saya unistal lemot dan gangguan mulu
"ongkir keluar pulau Jawa mahal,",4,positif,ongkir keluar pulau jawa mahal
aplikasi nya bagus,5,positif,aplikasi nya bagus
"Tokopedia kebanyakan iklan, aplikasinya jadi berat. ga seperti dlu. tolong di perbaiki dong",2,negatif,tokopedia kebanyakan iklan aplikasinya jadi berat ga seperti dlu tolong di perbaiki dong
"Hati"" yg make tokopedia, klo ada barang refund bisa diperlama sampe berbulan""",1,negatif,hati yg make tokopedia klo ada barang refund bisa diperlama sampe berbulan
terkena penipuan cod di chat Tokopedia balasan tidak menemukan solusi,1,negatif,terkena penipuan cod di chat tokopedia balasan tidak menemukan solusi
"Senang sayah pake tokopedia, aplikasinya berwarna biru bagus, suka berubah rubah warnanya lambang aplikasi, keirren,, barang di tokopedia bagus bagus, tolong admin tokopedia pertahankan, jangan sambay bangkruut,",5,positif,senang sayah pake tokopedia aplikasinya berwarna biru bagus suka berubah rubah warnanya lambang aplikasi keirren barang di tokopedia bagus bagus tolong admin tokopedia pertahankan jangan sambay bangkruut
entah kenapa semenjak terafiliasi ama t*kt*k makin ribet dan mengecewakan,1,negatif,entah kenapa semenjak terafiliasi ama tktk makin ribet dan mengecewakan
mantap,5,positif,mantap
so so,3,netral,so so
belanja dengan harga terjangkau,5,positif,belanja dengan harga terjangkau
"selalu puas belanja di sini cuma kurir nya aja yg dari J&T saya sangat d kecewakan main retur aja pesenan orang alasan ga ada orang nya, d tolak pembeli, kurir ga ada otak nya untuk ke depan tolong di perbaiaki lagi terimakasih sukses selalu",5,positif,selalu puas belanja di sini cuma kurir nya aja yg dari jt saya sangat d kecewakan main retur aja pesenan orang alasan ga ada orang nya d tolak pembeli kurir ga ada otak nya untuk ke depan tolong di perbaiaki lagi terimakasih sukses selalu
"Tokopedia sekarang sudah tidak aman untuk bertransaksi lg, bisa hack sm kurir Tokopedia sendiri, Sy lapor justru di blokir akun sy payah2, payah2, payah2",1,negatif,tokopedia sekarang sudah tidak aman untuk bertransaksi lg bisa hack sm kurir tokopedia sendiri sy lapor justru di blokir akun sy payah payah payah
alhamdulillah dtg kulitnya bgus,5,positif,alhamdulillah dtg kulitnya bgus
"Pesanan saya pada dibatalkan oleh sistem. Toko gak kunjung mengirimkan sampai dibatalkan sendiri oleh sistem. Kebanyakan alasannya sih karena menunggu kurir, tapi masalahnya di aplikasi e-commerce lain, sepengalaman saya gaada tuh yang sampai 4 hari ""menunggu kurir"". Kan saya jadi skeptis ""apa karena pake voucher, toko gamau rugi jadinya di acc tapi nunggu pembatalan sistem"" ? itu aja sih yang bikin kecewa nya. Kalau ini pesanan terakhir saya juga dibatalkan keknya gaakan pake app ini lagi.",1,negatif,pesanan saya pada dibatalkan oleh sistem toko gak kunjung mengirimkan sampai dibatalkan sendiri oleh sistem kebanyakan alasannya sih karena menunggu kurir tapi masalahnya di aplikasi ecommerce lain sepengalaman saya gaada tuh yang sampai hari menunggu kurir kan saya jadi skeptis apa karena pake voucher toko gamau rugi jadinya di acc tapi nunggu pembatalan sistem itu aja sih yang bikin kecewa nya kalau ini pesanan terakhir saya juga dibatalkan keknya gaakan pake app ini lagi
"pengiriman lama bngt bisa 5-6 hari, kadang dh sampe di kota tapi g di anter²",2,negatif,pengiriman lama bngt bisa hari kadang dh sampe di kota tapi g di anter
pernah belanja tapi datangnya lama,4,positif,pernah belanja tapi datangnya lama
pengiriman terlalu lamaa pernah beli laptop hampir 1 bulan baru sampe,1,negatif,pengiriman terlalu lamaa pernah beli laptop hampir bulan baru sampe
sejak digabungkan dengan Tik tok saya sudah tidak mau belanja di sini lg,1,negatif,sejak digabungkan dengan tik tok saya sudah tidak mau belanja di sini lg
iklan mengganggu..!!,1,negatif,iklan mengganggu
Pelayanannya..okeey👍 pokoknya Yakin belanja disini..👌😘,5,positif,pelayanannyaokeey pokoknya yakin belanja disini
"Untuk Tokopedia nyaa sendiri ga adaa masalah, toko oren aja bisa lepas dari JandT masa tokopedia gabisa sihh?",4,positif,untuk tokopedia nyaa sendiri ga adaa masalah toko oren aja bisa lepas dari jandt masa tokopedia gabisa sihh
"layanan slow respon, pembayaran tidak terverifikasi. layanan slow respon, tanpa solusi.",1,negatif,layanan slow respon pembayaran tidak terverifikasi layanan slow respon tanpa solusi
lumayan,3,netral,lumayan
"Kadang ngebug, tidak dapat melakukan payment",3,netral,kadang ngebug tidak dapat melakukan payment
"banyak toko tutup,,udah check out nunggu lama di cek lagi ternyata toko dah lama gak aktif,,mohon kedepannya di bering pemberitahuan jika toko memang gak jualan lagi",3,netral,banyak toko tutupudah check out nunggu lama di cek lagi ternyata toko dah lama gak aktifmohon kedepannya di bering pemberitahuan jika toko memang gak jualan lagi
"banyak selller nonaktif dibiarkan, beberapa kali checkout ga dikirim akhirnya batal, percuma ngasih voucher kalo ujung²nya batal pesanannya",2,negatif,banyak selller nonaktif dibiarkan beberapa kali checkout ga dikirim akhirnya batal percuma ngasih voucher kalo ujungnya batal pesanannya
makasih Tokopedia sangat membantu,5,positif,makasih tokopedia sangat membantu
simple dan praktis,5,positif,simple dan praktis
good,5,positif,good
pengiriman sudah lumayanlah,4,positif,pengiriman sudah lumayanlah
"kualitas pengantaran nya sangat rendah, platfrom sebesar ini masa kualitas pengantaran nya sangat rendah",1,negatif,kualitas pengantaran nya sangat rendah platfrom sebesar ini masa kualitas pengantaran nya sangat rendah
belanja jadi mudah,5,positif,belanja jadi mudah
"2x saya beli celana tactical am jam tangan di bohongin , celen bekas pake, am celana sobek"". jam tangan gak ad cas Bede am yg di iklanain. sangat mengecewakan pelanggan",1,negatif,x saya beli celana tactical am jam tangan di bohongin celen bekas pake am celana sobek jam tangan gak ad cas bede am yg di iklanain sangat mengecewakan pelanggan
ni aplikasi mantap no scam² dana hilang beberapa jam kembali lgi mantapp,5,positif,ni aplikasi mantap no scam dana hilang beberapa jam kembali lgi mantapp
good,5,positif,good
sangat bagus,5,positif,sangat bagus
bagus,4,positif,bagus
"sekarang ongkirnya mahal, terlalu banyak iklan di aplikasi lain",3,netral,sekarang ongkirnya mahal terlalu banyak iklan di aplikasi lain
"gimana sih, mau checkout tinggal bayar terjadi kendala mulu, bisa dipake ngga sih aplikasi nya, terserah dah",1,negatif,gimana sih mau checkout tinggal bayar terjadi kendala mulu bisa dipake ngga sih aplikasi nya terserah dah
Iklan selalu muncul,1,negatif,iklan selalu muncul
"Pelayanan retur tidak bagus, user tidak mengerti salah pencet tidak dapat dibantu oleh tim tokopedia.",1,negatif,pelayanan retur tidak bagus user tidak mengerti salah pencet tidak dapat dibantu oleh tim tokopedia
bagus,5,positif,bagus
yoi,5,positif,yoi
aplikasi belaja keren,5,positif,aplikasi belaja keren
"Tokopedia tolong ubah chat dokter ke halodoc lagi, Tokopedia Farma parah banget, susah banget dapat dokter, terus yg dipilih toko mana , yg disaranin toko mana, kan gak lucu kalau kejauhan mahalan ongkir daripada harga obat",2,negatif,tokopedia tolong ubah chat dokter ke halodoc lagi tokopedia farma parah banget susah banget dapat dokter terus yg dipilih toko mana yg disaranin toko mana kan gak lucu kalau kejauhan mahalan ongkir daripada harga obat
mantap,5,positif,mantap
pengirimannya buruk ndak bisa pilih pengiriman,1,negatif,pengirimannya buruk ndak bisa pilih pengiriman
ada promo tapi waktu dipakai disuruh beli tanpa promo maksudnya apa ini???,1,negatif,ada promo tapi waktu dipakai disuruh beli tanpa promo maksudnya apa ini
waktu bayar diskonnya hilang,1,negatif,waktu bayar diskonnya hilang
bagus sangat ganggu aja,5,positif,bagus sangat ganggu aja
"bonus point yg gk guna, keluarnya cuman beberapa ribu doang, sampai expired 200+rb, hapus aja lah",1,negatif,bonus point yg gk guna keluarnya cuman beberapa ribu doang sampai expired rb hapus aja lah
Aplikasi Tokopedia ini sangat bagus banget digunakan untuk belanja karena banyak diskon yang bisa dipakai dan hasilnya terbaik,5,positif,aplikasi tokopedia ini sangat bagus banget digunakan untuk belanja karena banyak diskon yang bisa dipakai dan hasilnya terbaik
ga ada promo apalagi gratis ongkir,1,negatif,ga ada promo apalagi gratis ongkir
"kenapa masih dipertahankan kerjasama dengan kargo jne ini, bikin males belanja karna pengiriman jne yang lama pol",1,negatif,kenapa masih dipertahankan kerjasama dengan kargo jne ini bikin males belanja karna pengiriman jne yang lama pol
"aplikasi lemot ga ada gratis ongkir medit banget, sekarang beli obat ga bisa upload resep harus chat dokter sungguh dongok",1,negatif,aplikasi lemot ga ada gratis ongkir medit banget sekarang beli obat ga bisa upload resep harus chat dokter sungguh dongok
"aplikasi Semakin jelek sekali di pake sering blengk gak loading.....saya pelanggan Tokopedia udah lama sejak 2019an... TPI sekarang malak aplikasi Semakin buruk.... Ada program Gratis ongkir..saat cek out.....Ongkir Membengkak.,..... ada iklan BEBAS ONGKIR....tapi harus langganan per bulan 150 000..sama aja bohong ..... Karena gak setiap hari belanja di Tokopedia Buruk...Buruk..Buruk..... geser ke si oyen aja kali",1,negatif,aplikasi semakin jelek sekali di pake sering blengk gak loadingsaya pelanggan tokopedia udah lama sejak an tpi sekarang malak aplikasi semakin buruk ada program gratis ongkirsaat cek outongkir membengkak ada iklan bebas ongkirtapi harus langganan per bulan sama aja bohong karena gak setiap hari belanja di tokopedia burukburukburuk geser ke si oyen aja kali
Sebaiknya Tokopedia memberi opsi pengiriman kepada konsumen...,3,netral,sebaiknya tokopedia memberi opsi pengiriman kepada konsumen
mkasih atas kenyamanan anda,5,positif,mkasih atas kenyamanan anda
"sekarang ga ada gratis ongkir, harus berlangganan plus dulu.. jadi males belanja ditokped lagi",1,negatif,sekarang ga ada gratis ongkir harus berlangganan plus dulu jadi males belanja ditokped lagi
"aplikasi ecommerce paling kocak, bukan jadi mudah malah nyusahin penjual dan pembeli.. aplikasi yg ga support sama UMKM, tapi di suport terus sama pemerintah.. saya sudah beralih ke shopee.",2,negatif,aplikasi ecommerce paling kocak bukan jadi mudah malah nyusahin penjual dan pembeli aplikasi yg ga support sama umkm tapi di suport terus sama pemerintah saya sudah beralih ke shopee
sangat baik cepat layananya,5,positif,sangat baik cepat layananya
sangat bagus sih,5,positif,sangat bagus sih
Mantap.....Jaya Terus...,5,positif,mantapjaya terus
ok bagus,5,positif,ok bagus
JELEK BANGETTTTTT TOKOPEDIAAAA:( nyesel banget kaliini berbelanja di Tokopedia,1,negatif,jelek bangetttttt tokopediaaaa nyesel banget kaliini berbelanja di tokopedia
iklan nya merusak perangkat hp saya,1,negatif,iklan nya merusak perangkat hp saya
SAYA SANGAT MENYUKAI NYA DENGAN BARANG YANG SESUAI,5,positif,saya sangat menyukai nya dengan barang yang sesuai
"Tokopedia ini makin ga jelas dan merugikan pembeli.. paket non cod sudah 2 Minggu stuck dan ga Bergerak sama sekali , dikomplain malah di tolak , ditanya perihal barang ga bisa jawab.. benar2 merugikan konsumen... sampai detik ini masih menggantung paket ga datang, komplain di tolak, uang ga kembali.. bertransaksi non COD di Tokopedia sangat2 riskan dan tidak aman..",1,negatif,tokopedia ini makin ga jelas dan merugikan pembeli paket non cod sudah minggu stuck dan ga bergerak sama sekali dikomplain malah di tolak ditanya perihal barang ga bisa jawab benar merugikan konsumen sampai detik ini masih menggantung paket ga datang komplain di tolak uang ga kembali bertransaksi non cod di tokopedia sangat riskan dan tidak aman
terimakasih Tokopedia,5,positif,terimakasih tokopedia
masa mau beli barang mumpung ada promo eh mau beli malah nggak bisa promo nya apaan sih nggak jelas banget sumpah udah pake dana tetap aja sumpah nggak jelas banget asli,1,negatif,masa mau beli barang mumpung ada promo eh mau beli malah nggak bisa promo nya apaan sih nggak jelas banget sumpah udah pake dana tetap aja sumpah nggak jelas banget asli
mantap boss,4,positif,mantap boss
"mudah gunakannya,keamanan dijamin,",5,positif,mudah gunakannyakeamanan dijamin
"mau beli obat skrg ribet bgt. hrs konsultasi ditokoclinik, dokternya ngasi resep obat dgn harga yg mehong². ga kyk dlu, ribet.",3,netral,mau beli obat skrg ribet bgt hrs konsultasi ditokoclinik dokternya ngasi resep obat dgn harga yg mehong ga kyk dlu ribet
untuk pelayanan dan pembelian sudah bagus cuma satu sering-seringlah untuk perhatikan lagi penjual sudah berapa kali barang yang datang bukan yang mau aku beli,4,positif,untuk pelayanan dan pembelian sudah bagus cuma satu seringseringlah untuk perhatikan lagi penjual sudah berapa kali barang yang datang bukan yang mau aku beli
ok,5,positif,ok
bagus,4,positif,bagus
aplikasi bagus membantu saya dlm belanja,5,positif,aplikasi bagus membantu saya dlm belanja
gak jelas apk nya,1,negatif,gak jelas apk nya
"Min promo nendang nya dong munculin 99% samp 1jt deh, wkwkwk, minimal 50% sampai 1jt juga boleh, mau beli hifi air 5G nih",5,positif,min promo nendang nya dong munculin samp jt deh wkwkwk minimal sampai jt juga boleh mau beli hifi air g nih
mantap,5,positif,mantap
"aplikasi mantap responnya baik, sekarang aku kasih bintang⭐⭐⭐⭐⭐",5,positif,aplikasi mantap responnya baik sekarang aku kasih bintang
sangat membantu,5,positif,sangat membantu
semoga sukses terus dan jaya 😁🤭🤗👍👍,5,positif,semoga sukses terus dan jaya 
kenapa kok sampai terlambat kalao pilih kurir yang cepet kilat kok sampai terlambat datang nya,4,positif,kenapa kok sampai terlambat kalao pilih kurir yang cepet kilat kok sampai terlambat datang nya
bagus,5,positif,bagus
mantap gan,5,positif,mantap gan
Bagus dan aman,5,positif,bagus dan aman
"gaada voucher belanja dan gratis ongkir, tokped mahal. klau udh dikasih voucher belanja dan gratis ongkir ku kasih bintang 5. sudah chat cs jawabannya bisa belanja tanpa menggunakan voucher. lah kocak aku mah mending shopee aja gratis ongkir daripada tokped harganya mahal gaada solusi, minimal kembalikan voucher ku.",1,negatif,gaada voucher belanja dan gratis ongkir tokped mahal klau udh dikasih voucher belanja dan gratis ongkir ku kasih bintang sudah chat cs jawabannya bisa belanja tanpa menggunakan voucher lah kocak aku mah mending shopee aja gratis ongkir daripada tokped harganya mahal gaada solusi minimal kembalikan voucher ku
good,5,positif,good
ongkir mahal,3,netral,ongkir mahal
solusi tokped mengalami error :(IO-XIYM),1,negatif,solusi tokped mengalami error ioxiym
