content,score
toped error,3
aku sangat senang dgn aplikasih ini,5
"Produk itu tidak melanggar apapun tapi itu masuk ke beranda saya terus jadi saya klik mengandung unsur tidak layak. Karena sudah saya klik tidak tertarik, sudah beli, tidak ingin melihat produk serupa, masih saja masuk beranda tolong diperbaiki🙏 Sudah saya klik mengandung unsur tidak layak pun masih masuk beranda😩",4
suka banget belanja disini,5
ok👍💯,5
aplikasinya sangat berat untuk hp ram1 gratis ongkir nya tidak seperti shopee jd kembali uninstal,1
"aplikasi ampas,beli barang dari jakarta ke jakarta seminggu lebih baru sampe beda jauh dengan apk oren yg tepat waktu dalam pengiriman,apalagi jasa pengiriman nya ancur kaga jelas semua nya",1
mantap,5
lg eror kah? tdk bisa checkout barang,1
sangat mengganggu,5
daftar Tokopedia plus...tapi keuntungan cuma gratis ongkir ...tidak dapat potongan 5% dan 5000,3
ini ada bug waktu pas scroll agak jauh ke bawah kita whistlist kemabli ke halaman atas lagi bete banget,1
"Tolong kasih penalti ke seler yang bikin ""fake promo"", flash sale harusnya punya diskon atau spesial bundle yang bikin murah, ini harga sama. Barang dengan harga 150k mereka jual 500k lalu dikasih potongan palsu. Kesannya jadi murah padahal memang harganya segitu, bikin image Tokopedia jelek banget. Kedua tolong kasih penalti ke seler yang asal-asalan rubah status dari diproses ke dikirim, begitu kurir datang barangnya belum ready. Efeknya di statistik toko bagus, karena yang disalahkan kurir.",1
tidak adil dalam memberikan diskon,5
insyaallah apk menyenangkan dan bermanfaat.,5
Mencari rambut berkualitas kuat warna hitam.,5
ok,5
muaantab,5
Tokopedia memang oke,5
mantapp tokped,5
"Hari Rabu-kamis, Tanggal:18-19 Februari 2026 Ramadhan 1447 Hijriyah Hari Jum'at-Sabtu, Tanggal:20-21 Maret 2026 Raya idul Fitri 1447 Hijriyah",5
makin kesini makin rusak ini apk,1
kenapa sekarang di Tokopedia gak bisa beli tiket pesawat..?,3
coba pembelian pertama ga ada geratis ongkir,5
"jarang bgt dpt promo ongkir untuk barang berat jd kubeli beras. sellernya udah ngemas tapi kurir gak ambil. cancel deh. heran kenapa menyediakan pilihan jasa pengiriman pdhl gak bisa kirim lokasi jauh lbh deket, yg jauh contoh jakarta/surabaya/bandung malah cepet sampe walau enteng. nipu bgt. pesen tgl 26 siang cancel tgl 3 maret dinihari. ada lg tgl 27 isi ordermya sama mungmmmkin besok dicancel juga",1
sangat baik,5
"mo beli obat ribet banget, dah nyertain resep, malah sekarang kudu chat dokter maksa banget 😑",1
"kenapa sekarang jadi lemot kalo berlama² mencari poduk, apalagi pas mau cekout ya ampun loadingnya parah.",2
"APK GK JELAS.. SAYA TARIK SALDO LEWAT BCA, SALDO TDK MENCUKUPI,LEWAT GOPAY KATAX SURUH UPGRADE KE PREMIUM,PDAHAL SYA DAH UPGDADE.. PADAHAL SALDO SYA 100 LBH.. MENDING PAKAI SHOPHEE LBH MUDAH. DASAR PENIPU..",1
bagus,4
promo gokil,5
aplikasi lambat. kalah jauh ama shopee,1
ok,5
"Bug aplikasi versi terbaru, tampilan produk selalu hilang saat sedang scroll",2
"Terima - kasih....., jaga account pelanggan dari peretas.'...",4
"ini ada yg belanja ditokoh saya tapi gk muncul pesanan nya ntah dimana tersembunyi invoicenya udah ada, semua akun udh dihubungkan ke tiktokshopceller bikin susah seller aja berjualan",1
brengsek ini Nongol terus iklanya ngeganggu banget,1
good,5
"Tolong diperbaiki sistem pengajuan komplain. karena sistemnya ""eror"" terus.",1
pembelian cepat sampai,5
bagus udah kerja sama dengan tiktok shop semoga tambah maju tokopedia,5
sangat mengganggu,1
aplikasi sangat membantu banget 👍👍👍,5
very good,5
blokir,1
semenaena dengan pembeli dam saller,1
baik,5
kecewa mau daftar paylater aja gagal terus apa menteng2 status kuli y,2
sangat menggangguku,1
good,5
"barang nya bisa di pertanggung jawabkan, tokonya amanah....",5
mantap,5
"ntah tim pengiriman apa sistem, masih 1 perjalanan dengan estimasi hari ini paling terakhir, 2x dibatalkan .. dah lah paling bagus saya hapus aplikasi ini.",1
sengaja saya kasih bintang 5 biar puas pihak apk nya. saya transaksi belanja di Tokopedia selalu gagal terus mau pembayaran pulsa pakai briva dan belanja dengan pembayaran BRI ceria selalu ditolak. tambah kesini jadi tambah aneh aplikasinya,5
TIDAK BISA DIGUNAKAN,1
"balikin duit gua gua mau narik gabisa bisa gmn sih ini apk,udah satu Minggu gua ga bisa"" narik",1
semoga amanah,5
"ngeklaim ketupat, lagi ada kendala terus tulisan nya....taiii sampai habis semua hadiah nya",1
Bagus,5
mantap sering dapet promo aku hehe terimakasih tokped,5
"ga niat bgt ngasih promo, apk penipu. voucher gapernah kepasang, tutup aja nih apk",1
aplikasi scam voucher,1
makin sering error aplikasinya...,1
aplikasi makin bobrok bayar pake gopay malah gabisa,1
"tempat gw ada bug katanya bisa cod pas di klik ""ada beberapa kesalah""kan aneh percuman dong bisa cod gw bisa di pesan tolong di perbaiki lagi",2
aplikasi terdongo yg ku punya,1
"Pilih Same day, tapi Dateng nya 2 hari seperti reguler",3
pantesan kalah saing sama Shopee. Tokopedia kikir njir . harga nya beda jauh hampir 2X lipat,1
gratis ongkirnya mana,1
ikhlane akeh,1
jelek mau beli malah harga berubah waktu check out. uninstall ga penting,1
Paket saya disimpan digudang J&t padahal estimasi tiba tanggal 4/7 Maret 2026 tapi kenapa disimpan bukannya dikirim langsung apakah gaada kurir lain yang nganterin paketnya?,1
Bagus tapi sekarang langganan PLUS mahal sekali,5
langganan plus tp voucher gak bisa di pakai. kok percuma,5
cepat dlm pengiriman,5
belanja nyaman dan lengkap,5
tidak pernah mengecewakan,5
oke sekali,5
layanan cepat dan tepat waktu,2
"deg"" an",5
Hm bole juga bole juga,5
pelit amat kasih gratis ongkir,1
"Gak Tiktok ga Tokopedia jadi makin males banget belanja online di kalian karena aplikasi Tiktok sering ngasi PL akun affiliate saya. Dan ini tidak adil Tim Tiktok BUTA dan PILIH KASIH kalau ngasih PL,ajukan banding juga di tolak. Capek banget kerja dengan hati tapi dibalas dengan makan ati sama aplikasi Dzolim Tiktok",1
buruk,1
"Hari gini, order dibatas 50rb tidak gratis ongkir. wkwkwk cuih",1
"tokopedia sekarang susah, Admin atau csnya berbelit dana refund lama cairnya",1
sesuai,5
"di kanan atas muncul notif chat angka 2, pas dibuka tidak ada chat masuk., sudah apdet bbrapa kali masih saja kaya gini.",3
lebih ditingkatkan keamanan...karna ada beberapa toko yg seenaknya sendiri/PENIPU Dan estimasi pengembalian hanya 50% dari dana pembelian,1
"MIN TUTORIAL GANTI NOMOR MIN, KEMARIN NOMORNYA UDAH GAK AKTIF",4
"saya pesen barang saat malam sudah dikonfirmasi menunggu kurir, besoknya dari pagi sampe saat ini sore ga diambil"" sama kurir mana saya pesen 4 macam beda toko sama semua menunggu kurir. barang saya mau sampe ke saya kapan, lama bener mana urgent. di Shope ga kaya gini pengirimannya langsung cepet respon.",1
pesanan dibatalkan tapi dana belum kembali,1
belanja dengan praktis,5
memuaskan,5
"jasa kirim lama, paket saya belum dikirim sudah hampir 1 bulan ini. hadeh",1
bagus,5
"Belom kawin gue loch nicchh !!!@€£¥₩**^^^*""""&*^¿¿¿¿¡¡¡~¡¡®§§¿¡¡¡¡...",5
"tokopedia care tida bisa kerja, lambat, complain tidak ditanggapi",1
"pengiriman cepat, saya suka.",5
bagus,5
tokopedia lah pengiriman cepat dan jnt expers paling suka cepat,5
"pilih ekpedisi sameday, tapi estimasi datangnya 3 hari. ini saya yang bodoh, atau tokpednya yang aneh. sameday= di hari yang sama. rasanya kek beli reguler atau next day. kalau ga mau rugi, ga usah sok-sok an tempelin gratis ongkir sameday kocak",1
saran saja jika ada yang pesan barang dan tiba2 mendadak dibatalkan oleh pihak tokonya seharusnya dari team tokopedia harusnya mengingatkan dengan toko nya. agar tidak ada rasa kekecewaan. terimakasih,1
Tokopedia the best...,5
boro.boro.jang.bayja.untk.makan.ajh.susah.,5
Lumayan lah,3
sering eror,3
balak balik spongsor dek wa gangu,1
bagus,5
sangat bagus,1
aplikasi ini calon ikut jejak buka lapak dan lazada.....sudah mulai gak konsisten.....belanja dari jawa kirim ke sumatera 2 minggu masih belum sampai.....jadi saya uninstal aplikasi ini...,1
kenapaa sihh metode pembayaran via BCA Selalu menutup pembayaran via gerai Alphamart dan Indomart..padahall GK semua memiliki rek.BCA ....Saya terbiasa via Alfamart dan Indomart utk pembayaran ..mo transaksi jd tertunda...ANEH ????,1
APK JELEK HARUS DI UPDATE MULU,1
ok,5
mengganggu,1
bagus,5
luar biasa,5
ok,5
cepat sekali,5
"KENAPA SERING BANYAK BUG,SERING SERVER TIME OUT,SERING GANGGUAN",2
"gak pernah dikasih gratis ongkir selalu bayar ongkir mau beli minyak ongkirnya diatas 20ribu,beli kopi ongkirnya 10ribu",1
muncul setiap menit dan mengganggu,1
ok,5
selalu membantu dalam hal oembelanjaan. transaksi lebih mudah,5
mantab,5
"sekarang kupon hanya gimik doang, dan pembelian obat asma dibatasi 1 doang, kelihatan banget mau jualan resep kedepannya, makin liberal aja",1
mantap,5
"iklannya menyebalkan, nanti apl Toped di HP saya akan saya buang semua, termasuk gojekny@. saya akan beralih ke grab saja. muak dg iklannya.",1
lumayan tapi tolong di tingkatkan lagi dalam pengiriman nya🙏,4
"""Aplikasi Tokopedia sangat membantu banget buat jualan saya! Sistemnya gampang, pesanan cepat masuk, dan saldo bisa langsung dicairin. Produk saya laku banyak karena promosi di sini juga baik. Sangat direkomendasikan buat yang mau mulai bisnis online!""",5
bgus,5
Marlet place terpercaya untuk berbelanja,5
akun dibatasi sepihak,1
"aplikasinya error atau bug, belanja nominalnya dipakaikan kupon diskon, bukannya harga makin murah malah harganya bertambah",1
aplikasi gak jelas,5
udah hampir sebulan ini selalu gagal dalam transaksi tagihan... hadehhh selalu begini..,1
tokopedia IST the best,5
"Tokped pelayananya jelek, banyak penjual ga jelas, masa setiap beli barang sudah terbayarkan di cancel tetapi alasan cancel ga jelas. Bubarkan saja platform ini kalau mau ngerjain costumer.",1
lagi belajar hoax nih tokped Di iming2 Voucher 800K suruh belanja 2 item ehh pas udah di ikutin Kaga nongol2 voucher nya Udah brpa orang yng kena tipu Promosi Risih chat CS nya balesannya pengecekan maaf2 Mulu,1
ya bagus cepat antar,5
mantap,5
mantap Tokopedia,5
AI bodoh. aplikasi bodoh . krna tergantung Al.,1
mantaff pokoknya,5
Aneh banget masa saya mau beli HP gabisa kena masalah promo mulu.,1
"Saya sudah lama tidak berbelanja tetapi hari² ini saya mendapat undangan untuk mengikuti acara belanja dibayarin ""Keren"" Semoga berkah. Terima kasih. Salam",5
mantap n sangat berguna banget bagi saya dan keluarga terutama,5
Tambahkan Diskon & terus mudahkan Customer.,5
mantap,5
ok,5
sumpah ya baru kemarin gw update buat beli obat jerawat ttp gabisa jir di checkout gajelas bgt di apk. mending di apk oren leboh gampang mana udh di monopoli kan barang salep dokter cmn bisa di apk ini doang tp apk nya gjls gw gbisa checkout beneran. Ada aja kendalanya mana skrg hrs di update lg. Update mlu anjg,1
menggangu,1
"setiap liat video suka muncul mulu dah, cape dah an***g, AWAS MUNCUL LAGI LUU SETAN",1
lebih bagus lazada,2
"di deskripsi tertera 4pcs produk tp yg dikirim hnya 1pcs saja sdh komplain ajukan retur tp yg menang seller pdhal bukti unboxing dll udh lengkap,gbkal co lg di Tokped sm toko ""Octarine Perfume""",1
mantap,5
Jelek promonya hilang pas mau check out,1
aplikasinya sering lag,5
"aplikasi sampah, kapok mesen ditokoped vangkee gw beli buku kosong terus mau cancel gaada tombol batalkan pesanan?? inii gimana satt, manaa admin segala narik nya padahal kenapa ga balikin ke rek awal ajaa si kek aplikasi oren, mending jangan pake ni aplikasi",1
"karena ada ditiktok, sebenarnya ada e-commerce lain",5
mudah dan cepat,5
hati hati klo di aplikasi ini banyak penipuan,1
saat melihat ulasan belanjaan saya pilih filter contoh(bintang 1 atau 2) saat saya scroll ke bawah malah muncul bintang yang bukan saya pilih filter nya kalau shopee bisa,2
ngga jelas,1
keren,5
good,5
menemukan solusi sangat lambat,1
keren sekali,5
mantul,5
dana sayah Belum di kembalikan kan sayah sudah membatalkan,1
"Belanja disini sungguh ruwet, tokonya seperti nya nggak niyat jualan, aku sudah order hingga 4x tapi cuman diproses saja hingga di batalkan dan sekarang ku coba COD, jika ternyata dikirim maka pasti ku batalkan biar kapok tuh toko yang nawarin jual jengkel diriku pasti setelah ini pasti akan ku Uninstall ribet beli disini walaupun sudah 4 tahun langganan disini.",1
mantap terjamin,5
"Seharusnya aplikasi ini gak dapet bintang, yaudah saya kasih bintang 1, Soalnya barang yang dikirim tidak sesuai!",1
terima kasih tokopedia,5
"oke lah, barang nya macam2 komplit..",5
"𝑛𝑔𝑎𝑘 𝑠𝑒𝑚𝑢𝑎 𝑡𝑜𝑘𝑜 𝑏𝑖𝑠𝑎 𝐶𝑂𝐷,𝑑𝑎𝑛 𝑡𝑒𝑟𝑙𝑎𝑙𝑢 𝑚𝑎ℎ𝑎𝑙 𝑑𝑖 𝑜𝑛𝑔𝑘𝑖𝑟,𝑏𝑒𝑑𝑎 𝑡𝑜𝑘𝑜 𝑜𝑛𝑙𝑒𝑛 𝑙𝑎𝑖𝑛𝑛𝑦𝑎,𝑙𝑒𝑏𝑖ℎ 𝑚𝑢𝑟𝑎ℎ 🙏",5
Sekarang pelayanan di tokopedia makin payah.masa order pakai kurir instan pakai Grab dari pagi jam 10 sampai jam 6 sore belum juga di kirim kirim .tidak seperti di toko Oren pakai kurir instan tidak sampai 3 jam barang udh sampai.lama lama saya uninstal juga ini Aplikasi tokopedi pundah ke toko oren,2
Harganya berubah saat check out,1
mantap,5
pesan sameday di kirim hari berikutnya 🫣🤭 ganti fiturnya jadi nextday dan instan saja biar jelas,1
barang dan jenis pelayanannya tidak pernah mengecewakan .... 👍💪,5
"proses penarikan dana lama sekali !!!!!!!! Customer service, respon nya lama sekali !!!!!! tiba"" dana di hold !!!!",1
"cs tidak komunikatif, tidak sopan memotong pembicaraan, tidak solutif, tidak punya empati, sumpah cs paling jelek yg pernah ku temui di dunia ini, nama onlinenya CS SITI !!!!!",1
ga ada gratis ongkir tapi kasih notif gratis ongkir trus parah,1
bagus,5
ga ada gratis ongkir ya beli pakai aplikasi lain,1
"apl sangat berat dan sering crash, padahal shopee yg dulu berat sekarang di buat ringan",2
aplikasi terjelek,1
tolong diperbaiki pendaftaran affiliate ngak bisa masuk,5
"TOKOPEDIA TIDAK BERTANGGUNG JAWAB JIKA LAYANAN DI KURIR TIDAK SESUAI. SAMEDAY TAPI DIJAWAB TOKOPEDIA CARE BARANG AKAN SAMPAI BESOK. Tokopedia care tidak menjadi solusi ketika ada kendala pengiriman, selalu antara solusi dan jenis komplain ga nyambung.",1
"lelet banget toped,bukti foto pengiriman dari kurir aja kadang gajelas",1
narik dana sendiri lamanya mnta ampun gak kya apps lain lngsung gercep,2
jangan pakai paylater tokopedia denda telat sehari 50rb gila ni aplikasi mending uninstall aplikasi gila ini pindah ke aplikasi oren,5
jelek banget nih aplikasi sejak gabung tiktok jijik,1
marketplace yang ga ada gratis ongkirnya,1
bagus dan cepat,5
Bisa belanja apa saja,5
lancar selalu tiap transaksi,5
sangat tidak rekomended nyesal nyesal belanja di sini,1
jelek,1
"biaya ongkir mahal, tidak seperti oren yang gak pelit gratis ongkir, belanja dibawah 15000 aja gratis ongkir",1
kalau belanja online selalu pakai tokopedia terutama bauar bpjs tapi ntah kenapa kalau update besar banget memori hp sedikit lagi kalau bisa ni untuk update untuk data sistrm yang tidak dipakai dihapus je biar ringan aplikasi nya dengan catatan yang dihapus tidak mempengaruhi sistem keseluruhan ayolah bisa,1
"ka setelah update terakhir, menu yg ada dibawah termasuk home dan akun kok samar2 dan gak bisa dipencet ya?",5
keren!. co kompor listrik yang dateng shimano stella sw 2025,5
👍,5
biaya plus sangat mahal dan tidak releva,1
pilihan terbaik untuk belanja kebutuhan ❤,5
"Tokopedia luar biasa, banyak promo yang konsumen dapat. pengalaman sangat luar biasa ketika transaksi belanja menggunakan Tokopedia.",5
"aplikasi yang keren, mempermudah belanja kebutuhan. sukses selalu buat tokopedia",5
bagus,3
Banyak trm ksh🙏,5
belu,5
Tokopedia sekarang setiap belanja ongkirnya murah,5
"mudah, cepat dan praktis dalam berbelanja",5
menahan lama saldo orang withdraw sangat keterlaluan menurut saya,1
"dikasih promo tapi hilang waktu mau dibayar, parah nipunya",1
josjiss,5
promonya buat apa kalau ndak bisa dipakai,1
belanja di tokped aman dan cepat prosesnya,5
untuk tim Tokopedia mohon untuk di rubah kurir rekomendasi nya saya melakukan order melalui J&T dari 5x pengiriman semuanya bermasalah di J&T,2
bagus banget aku suka semuanya gratis ongkir,5
pantesan skrg mau nyari barang bekas di tokped susah. mau jual barangnya aja super rudet dan membingungkan sekali harus buka aplikasi lain bukan diaplikasi yang sama mana aplikasi lemot padahal jaringan dan hp udah bagus. kalo pengen laku lagi balikin aplikasinya kaya dulu satu aplikasi untuk jual dan beli tidak beda beda aplikasi,1
"mudah,",5
"dari semua e commerce yg ada,cuma disini saya kena tipu,barang sudah di retur ke penjual tapi tetap kena bayar,penjual no respon ( emang niatnya nipu ),kaga bakal saya belanja di sini lagi",1
. m?o.au,2
belum bisa ku buka dari tadi keluar masuk aplikasi GK jls,5
ok banget,5
bagus,5
"barang sesuai pesanan, terimakasih ... semoga bermanfaat",5
terimakasih barangnya oke semua di tokped,5
banyak promonya. mudah lagi cara belanjanya gak ribet. mantpal pokoknya,5
good job,5
sangat mengecewakan sekali tidak berpihak sama konsumen. dan banyak toko2 fiktif di tokopedia. sistem di proses nya terlalu lama. klo barang mau cepat di gunakan gk jamin sampai tau nya toko nya fiktif.,1
top,5
Terpadu,4
⁷⅞⁷ii,1
"sistem sampah, pesanan gua dibatalkan tapi gak ada alasan apapun. mana yang gua beli barang yang gua lagi butuhin banget. BENER BENER SISTEM SAMPAHHHH",1
mudah diakses,4
ongkirny mahal sekali.. beda jauh dengan si oren,1
